<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EURUSD,5,20200207,124500,1.09572,1.09578,1.09522,1.09523,0,0
EURUSD,5,20200207,125000,1.09523,1.09536,1.09521,1.09523,0,0
EURUSD,5,20200207,125500,1.09523,1.09534,1.09514,1.09524,0,0
EURUSD,5,20200207,130000,1.0952,1.09528,1.09507,1.09528,0,0
EURUSD,5,20200207,130500,1.09525,1.09544,1.0952,1.09544,0,0
EURUSD,5,20200207,131000,1.09545,1.09553,1.09532,1.09544,0,0
EURUSD,5,20200207,131500,1.09542,1.09555,1.09538,1.09538,0,0
EURUSD,5,20200207,132000,1.09537,1.0956,1.09537,1.09548,0,0
EURUSD,5,20200207,132500,1.09548,1.09566,1.09544,1.09566,0,0
EURUSD,5,20200207,133000,1.09569,1.09575,1.09554,1.09573,0,0
EURUSD,5,20200207,133500,1.09573,1.09584,1.09572,1.09577,0,0
EURUSD,5,20200207,134000,1.09573,1.09609,1.09571,1.09599,0,0
EURUSD,5,20200207,134500,1.09603,1.09603,1.09588,1.09595,0,0
EURUSD,5,20200207,135000,1.09598,1.09623,1.09598,1.09605,0,0
EURUSD,5,20200207,135500,1.09603,1.09648,1.09603,1.09644,0,0
EURUSD,5,20200207,140000,1.09648,1.09665,1.09637,1.09663,0,0
EURUSD,5,20200207,140500,1.09663,1.09685,1.09658,1.09674,0,0
EURUSD,5,20200207,141000,1.09674,1.09699,1.09674,1.09694,0,0
EURUSD,5,20200207,141500,1.09693,1.09707,1.09687,1.09706,0,0
EURUSD,5,20200207,142000,1.09707,1.09708,1.09682,1.09687,0,0
EURUSD,5,20200207,142500,1.09687,1.09687,1.09641,1.09649,0,0
EURUSD,5,20200207,143000,1.09658,1.09674,1.09552,1.09671,0,0
EURUSD,5,20200207,143500,1.09669,1.09694,1.09641,1.09652,0,0
EURUSD,5,20200207,144000,1.09652,1.09652,1.09611,1.09615,0,0
EURUSD,5,20200207,144500,1.09611,1.09646,1.09578,1.09583,0,0
EURUSD,5,20200207,145000,1.09583,1.0962,1.09583,1.09607,0,0
EURUSD,5,20200207,145500,1.09608,1.09618,1.09582,1.09582,0,0
EURUSD,5,20200207,150000,1.09582,1.09585,1.09533,1.09537,0,0
EURUSD,5,20200207,150500,1.09533,1.09541,1.09492,1.09504,0,0
EURUSD,5,20200207,151000,1.09509,1.09542,1.09509,1.09532,0,0
EURUSD,5,20200207,151500,1.09533,1.09558,1.09518,1.09554,0,0
EURUSD,5,20200207,152000,1.0955,1.09566,1.09537,1.09554,0,0
EURUSD,5,20200207,152500,1.09554,1.09585,1.09554,1.09566,0,0
EURUSD,5,20200207,153000,1.09566,1.09684,1.09565,1.09674,0,0
EURUSD,5,20200207,153500,1.09664,1.09689,1.09622,1.09627,0,0
EURUSD,5,20200207,154000,1.09621,1.09693,1.0961,1.09693,0,0
EURUSD,5,20200207,154500,1.09689,1.09735,1.09684,1.09687,0,0
EURUSD,5,20200207,155000,1.09688,1.09705,1.09674,1.09674,0,0
EURUSD,5,20200207,155500,1.09676,1.09727,1.09676,1.09708,0,0
EURUSD,5,20200207,160000,1.09714,1.09738,1.09687,1.09738,0,0
EURUSD,5,20200207,160500,1.09728,1.09733,1.09704,1.09718,0,0
EURUSD,5,20200207,161000,1.09709,1.09709,1.09683,1.09686,0,0
EURUSD,5,20200207,161500,1.09687,1.09715,1.09663,1.09663,0,0
EURUSD,5,20200207,162000,1.09666,1.09667,1.09615,1.09621,0,0
EURUSD,5,20200207,162500,1.09621,1.09623,1.09572,1.09601,0,0
EURUSD,5,20200207,163000,1.09604,1.0963,1.09587,1.09624,0,0
EURUSD,5,20200207,163500,1.09623,1.09643,1.09612,1.09612,0,0
EURUSD,5,20200207,164000,1.09616,1.0976,1.09613,1.09708,0,0
EURUSD,5,20200207,164500,1.09734,1.09754,1.09691,1.09692,0,0
EURUSD,5,20200207,165000,1.09692,1.097,1.09623,1.09623,0,0
EURUSD,5,20200207,165500,1.09628,1.09641,1.09606,1.09628,0,0
EURUSD,5,20200207,170000,1.09634,1.09654,1.09618,1.09623,0,0
EURUSD,5,20200207,170500,1.09624,1.09627,1.09596,1.09603,0,0
EURUSD,5,20200207,171000,1.09603,1.09612,1.09572,1.09572,0,0
EURUSD,5,20200207,171500,1.09565,1.09572,1.09522,1.09527,0,0
EURUSD,5,20200207,172000,1.09524,1.09559,1.09516,1.09545,0,0
EURUSD,5,20200207,172500,1.09544,1.09548,1.09478,1.09483,0,0
EURUSD,5,20200207,173000,1.09466,1.09505,1.09463,1.09505,0,0
EURUSD,5,20200207,173500,1.095,1.09531,1.095,1.09531,0,0
EURUSD,5,20200207,174000,1.09531,1.09531,1.0951,1.09517,0,0
EURUSD,5,20200207,174500,1.09514,1.09538,1.09513,1.09525,0,0
EURUSD,5,20200207,175000,1.09527,1.09535,1.09512,1.09512,0,0
EURUSD,5,20200207,175500,1.09508,1.09508,1.09487,1.09494,0,0
EURUSD,5,20200207,180000,1.09495,1.09499,1.09483,1.09484,0,0
EURUSD,5,20200207,180500,1.09477,1.0948,1.0947,1.09473,0,0
EURUSD,5,20200207,181000,1.09473,1.09481,1.0946,1.09463,0,0
EURUSD,5,20200207,181500,1.09463,1.09479,1.09463,1.09478,0,0
EURUSD,5,20200207,182000,1.09478,1.09488,1.09474,1.09482,0,0
EURUSD,5,20200207,182500,1.09482,1.09488,1.09472,1.09472,0,0
EURUSD,5,20200207,183000,1.09469,1.09487,1.09467,1.09483,0,0
EURUSD,5,20200207,183500,1.09482,1.09484,1.09466,1.09467,0,0
EURUSD,5,20200207,184000,1.09467,1.0947,1.09457,1.09462,0,0
EURUSD,5,20200207,184500,1.09462,1.09465,1.09455,1.09459,0,0
EURUSD,5,20200207,185000,1.09458,1.09461,1.09437,1.09446,0,0
EURUSD,5,20200207,185500,1.09447,1.09457,1.09422,1.09428,0,0
EURUSD,5,20200207,190000,1.09427,1.09469,1.09425,1.09446,0,0
EURUSD,5,20200207,190500,1.09447,1.0947,1.09447,1.09464,0,0
EURUSD,5,20200207,191000,1.09464,1.09472,1.09449,1.09451,0,0
EURUSD,5,20200207,191500,1.09451,1.09452,1.09443,1.09446,0,0
EURUSD,5,20200207,192000,1.09444,1.0945,1.0944,1.0945,0,0
EURUSD,5,20200207,192500,1.09449,1.09469,1.09447,1.09469,0,0
EURUSD,5,20200207,193000,1.09469,1.09493,1.09469,1.09479,0,0
EURUSD,5,20200207,193500,1.0948,1.09484,1.09447,1.09447,0,0
EURUSD,5,20200207,194000,1.0945,1.09455,1.09444,1.09454,0,0
EURUSD,5,20200207,194500,1.09453,1.0946,1.09435,1.09435,0,0
EURUSD,5,20200207,195000,1.09437,1.09444,1.09427,1.09427,0,0
EURUSD,5,20200207,195500,1.09427,1.09445,1.09427,1.09433,0,0
EURUSD,5,20200207,200000,1.09438,1.09468,1.09438,1.09468,0,0
EURUSD,5,20200207,200500,1.09468,1.09468,1.09449,1.09462,0,0
EURUSD,5,20200207,201000,1.0946,1.09464,1.09453,1.09462,0,0
EURUSD,5,20200207,201500,1.09463,1.09479,1.09456,1.09479,0,0
EURUSD,5,20200207,202000,1.09474,1.09485,1.09474,1.09479,0,0
EURUSD,5,20200207,202500,1.09478,1.09489,1.09475,1.09485,0,0
EURUSD,5,20200207,203000,1.09485,1.09485,1.09473,1.09478,0,0
EURUSD,5,20200207,203500,1.09479,1.09489,1.09478,1.0948,0,0
EURUSD,5,20200207,204000,1.0948,1.0948,1.09452,1.09452,0,0
EURUSD,5,20200207,204500,1.09452,1.09474,1.09452,1.09467,0,0
EURUSD,5,20200207,205000,1.09467,1.09474,1.09457,1.0947,0,0
EURUSD,5,20200207,205500,1.09469,1.0947,1.0946,1.09463,0,0
EURUSD,5,20200207,210000,1.09463,1.09465,1.09453,1.09454,0,0
EURUSD,5,20200207,210500,1.09454,1.09464,1.0945,1.09464,0,0
EURUSD,5,20200207,211000,1.09466,1.09466,1.09455,1.09465,0,0
EURUSD,5,20200207,211500,1.09465,1.09466,1.09459,1.0946,0,0
EURUSD,5,20200207,212000,1.09461,1.09461,1.09454,1.09455,0,0
EURUSD,5,20200207,212500,1.09455,1.09456,1.09443,1.09444,0,0
EURUSD,5,20200207,213000,1.09445,1.09465,1.09445,1.09465,0,0
EURUSD,5,20200207,213500,1.09469,1.09475,1.09466,1.09474,0,0
EURUSD,5,20200207,214000,1.09475,1.09481,1.09474,1.09476,0,0
EURUSD,5,20200207,214500,1.09476,1.09476,1.09465,1.09465,0,0
EURUSD,5,20200207,215000,1.09465,1.09472,1.09464,1.09472,0,0
EURUSD,5,20200207,215500,1.09472,1.09477,1.09467,1.09475,0,0
EURUSD,5,20200207,220000,1.09474,1.09475,1.09474,1.09475,0,0
EURUSD,5,20200210,000000,1.09445,1.09452,1.09431,1.09435,0,0
EURUSD,5,20200210,000500,1.09435,1.0945,1.09431,1.0945,0,0
EURUSD,5,20200210,001000,1.0945,1.0945,1.09446,1.09449,0,0
EURUSD,5,20200210,001500,1.0945,1.0945,1.09448,1.09449,0,0
EURUSD,5,20200210,002000,1.09449,1.09457,1.09448,1.09457,0,0
EURUSD,5,20200210,002500,1.09457,1.09458,1.09454,1.09457,0,0
EURUSD,5,20200210,003000,1.09457,1.09475,1.09455,1.0947,0,0
EURUSD,5,20200210,003500,1.09469,1.09496,1.09468,1.09477,0,0
EURUSD,5,20200210,004000,1.09475,1.095,1.09475,1.09495,0,0
EURUSD,5,20200210,004500,1.09495,1.095,1.09488,1.09495,0,0
EURUSD,5,20200210,005000,1.09496,1.09503,1.09494,1.09501,0,0
EURUSD,5,20200210,005500,1.09503,1.09506,1.09485,1.09494,0,0
EURUSD,5,20200210,010000,1.09493,1.09503,1.09481,1.09499,0,0
EURUSD,5,20200210,010500,1.09498,1.09507,1.09493,1.09496,0,0
EURUSD,5,20200210,011000,1.09495,1.09508,1.09495,1.09506,0,0
EURUSD,5,20200210,011500,1.09506,1.09511,1.09504,1.09506,0,0
EURUSD,5,20200210,012000,1.09505,1.0951,1.09505,1.0951,0,0
EURUSD,5,20200210,012500,1.0951,1.09514,1.09506,1.09512,0,0
EURUSD,5,20200210,013000,1.0951,1.09511,1.09503,1.09508,0,0
EURUSD,5,20200210,013500,1.09508,1.09519,1.09508,1.09516,0,0
EURUSD,5,20200210,014000,1.09516,1.09521,1.09514,1.09515,0,0
EURUSD,5,20200210,014500,1.09515,1.0952,1.09513,1.0952,0,0
EURUSD,5,20200210,015000,1.09524,1.09525,1.09514,1.09519,0,0
EURUSD,5,20200210,015500,1.09522,1.09531,1.09522,1.09528,0,0
EURUSD,5,20200210,020000,1.09528,1.09533,1.09524,1.09529,0,0
EURUSD,5,20200210,020500,1.09529,1.0953,1.09518,1.09519,0,0
EURUSD,5,20200210,021000,1.09519,1.09526,1.09519,1.0952,0,0
EURUSD,5,20200210,021500,1.09519,1.09521,1.09515,1.0952,0,0
EURUSD,5,20200210,022000,1.0952,1.09525,1.09512,1.09515,0,0
EURUSD,5,20200210,022500,1.09518,1.09524,1.09515,1.09517,0,0
EURUSD,5,20200210,023000,1.09517,1.09527,1.09516,1.09519,0,0
EURUSD,5,20200210,023500,1.0952,1.0952,1.09511,1.09515,0,0
EURUSD,5,20200210,024000,1.09515,1.09519,1.09505,1.09507,0,0
EURUSD,5,20200210,024500,1.09508,1.09509,1.09495,1.09499,0,0
EURUSD,5,20200210,025000,1.09499,1.09502,1.09499,1.09501,0,0
EURUSD,5,20200210,025500,1.095,1.09506,1.095,1.09506,0,0
EURUSD,5,20200210,030000,1.09505,1.09516,1.09503,1.09516,0,0
EURUSD,5,20200210,030500,1.09515,1.09532,1.09512,1.09532,0,0
EURUSD,5,20200210,031000,1.09532,1.09532,1.09522,1.09522,0,0
EURUSD,5,20200210,031500,1.09518,1.0952,1.09512,1.09514,0,0
EURUSD,5,20200210,032000,1.09514,1.09526,1.09514,1.09526,0,0
EURUSD,5,20200210,032500,1.09525,1.09526,1.09522,1.09524,0,0
EURUSD,5,20200210,033000,1.09523,1.09525,1.0951,1.09513,0,0
EURUSD,5,20200210,033500,1.09513,1.09518,1.09509,1.09515,0,0
EURUSD,5,20200210,034000,1.09518,1.09519,1.09511,1.09512,0,0
EURUSD,5,20200210,034500,1.09513,1.09517,1.09512,1.09516,0,0
EURUSD,5,20200210,035000,1.09518,1.09519,1.09514,1.09516,0,0
EURUSD,5,20200210,035500,1.09516,1.09542,1.09516,1.09536,0,0
EURUSD,5,20200210,040000,1.09536,1.09542,1.09536,1.09541,0,0
EURUSD,5,20200210,040500,1.09541,1.09541,1.09527,1.09528,0,0
EURUSD,5,20200210,041000,1.09528,1.09528,1.09515,1.09518,0,0
EURUSD,5,20200210,041500,1.09518,1.0953,1.09514,1.09515,0,0
EURUSD,5,20200210,042000,1.09516,1.09519,1.09514,1.09514,0,0
EURUSD,5,20200210,042500,1.09515,1.0952,1.09515,1.09519,0,0
EURUSD,5,20200210,043000,1.09519,1.0952,1.09503,1.09504,0,0
EURUSD,5,20200210,043500,1.09503,1.0951,1.09503,1.09503,0,0
EURUSD,5,20200210,044000,1.09507,1.09518,1.09505,1.09518,0,0
EURUSD,5,20200210,044500,1.09518,1.09522,1.09518,1.0952,0,0
EURUSD,5,20200210,045000,1.0952,1.09524,1.0952,1.09524,0,0
EURUSD,5,20200210,045500,1.09524,1.0953,1.09524,1.09524,0,0
EURUSD,5,20200210,050000,1.09524,1.09545,1.09524,1.09525,0,0
EURUSD,5,20200210,050500,1.09526,1.0953,1.0952,1.0952,0,0
EURUSD,5,20200210,051000,1.0952,1.09529,1.0952,1.09524,0,0
EURUSD,5,20200210,051500,1.09525,1.0953,1.09524,1.0953,0,0
EURUSD,5,20200210,052000,1.09529,1.09535,1.09528,1.09529,0,0
EURUSD,5,20200210,052500,1.09529,1.09535,1.09528,1.0953,0,0
EURUSD,5,20200210,053000,1.0953,1.09545,1.0953,1.0954,0,0
EURUSD,5,20200210,053500,1.09541,1.09546,1.09535,1.0954,0,0
EURUSD,5,20200210,054000,1.09544,1.09549,1.09544,1.09545,0,0
EURUSD,5,20200210,054500,1.09549,1.09549,1.09544,1.09549,0,0
EURUSD,5,20200210,055000,1.09549,1.0955,1.09548,1.09549,0,0
EURUSD,5,20200210,055500,1.0955,1.09574,1.09549,1.09569,0,0
EURUSD,5,20200210,060000,1.09569,1.09576,1.0956,1.09564,0,0
EURUSD,5,20200210,060500,1.09564,1.09567,1.09564,1.09565,0,0
EURUSD,5,20200210,061000,1.09565,1.09571,1.09565,1.0957,0,0
EURUSD,5,20200210,061500,1.09569,1.09569,1.09564,1.09564,0,0
EURUSD,5,20200210,062000,1.09564,1.09565,1.09554,1.09554,0,0
EURUSD,5,20200210,062500,1.09555,1.09567,1.09555,1.09559,0,0
EURUSD,5,20200210,063000,1.09559,1.09559,1.09552,1.09553,0,0
EURUSD,5,20200210,063500,1.09555,1.09555,1.09553,1.09554,0,0
EURUSD,5,20200210,064000,1.09553,1.09554,1.09543,1.09546,0,0
EURUSD,5,20200210,064500,1.09546,1.09553,1.09544,1.09551,0,0
EURUSD,5,20200210,065000,1.09545,1.09555,1.09545,1.09555,0,0
EURUSD,5,20200210,065500,1.09555,1.0956,1.09554,1.09556,0,0
EURUSD,5,20200210,070000,1.09555,1.09575,1.09554,1.09554,0,0
EURUSD,5,20200210,070500,1.09554,1.09555,1.09542,1.09544,0,0
EURUSD,5,20200210,071000,1.09544,1.09555,1.09541,1.09541,0,0
EURUSD,5,20200210,071500,1.09542,1.09546,1.0953,1.09545,0,0
EURUSD,5,20200210,072000,1.09544,1.09545,1.09541,1.09544,0,0
EURUSD,5,20200210,072500,1.09543,1.09546,1.09535,1.09546,0,0
EURUSD,5,20200210,073000,1.09546,1.09556,1.09546,1.0955,0,0
EURUSD,5,20200210,073500,1.0955,1.09552,1.0954,1.09545,0,0
EURUSD,5,20200210,074000,1.09545,1.0956,1.09535,1.09559,0,0
EURUSD,5,20200210,074500,1.09563,1.09574,1.09543,1.09553,0,0
EURUSD,5,20200210,075000,1.09552,1.09552,1.09533,1.09533,0,0
EURUSD,5,20200210,075500,1.09531,1.09531,1.09517,1.09517,0,0
EURUSD,5,20200210,080000,1.09512,1.09517,1.09483,1.09493,0,0
EURUSD,5,20200210,080500,1.09492,1.09498,1.09489,1.09497,0,0
EURUSD,5,20200210,081000,1.09498,1.09498,1.09484,1.09492,0,0
EURUSD,5,20200210,081500,1.09492,1.09527,1.09492,1.09526,0,0
EURUSD,5,20200210,082000,1.09526,1.09533,1.09507,1.09533,0,0
EURUSD,5,20200210,082500,1.09533,1.09537,1.09524,1.09528,0,0
EURUSD,5,20200210,083000,1.09529,1.09535,1.09518,1.09535,0,0
EURUSD,5,20200210,083500,1.09534,1.09538,1.09524,1.09527,0,0
EURUSD,5,20200210,084000,1.09528,1.09528,1.09502,1.09502,0,0
EURUSD,5,20200210,084500,1.09502,1.09503,1.09477,1.09482,0,0
EURUSD,5,20200210,085000,1.09481,1.09496,1.09471,1.09474,0,0
EURUSD,5,20200210,085500,1.09474,1.09474,1.09453,1.09468,0,0
EURUSD,5,20200210,090000,1.09464,1.09492,1.09464,1.09486,0,0
EURUSD,5,20200210,090500,1.09485,1.09485,1.09452,1.09467,0,0
EURUSD,5,20200210,091000,1.09462,1.09478,1.09457,1.09458,0,0
EURUSD,5,20200210,091500,1.09464,1.09472,1.09448,1.09462,0,0
EURUSD,5,20200210,092000,1.09462,1.09478,1.09462,1.09471,0,0
EURUSD,5,20200210,092500,1.09472,1.0948,1.09471,1.09476,0,0
EURUSD,5,20200210,093000,1.09477,1.09482,1.09461,1.09475,0,0
EURUSD,5,20200210,093500,1.09472,1.09522,1.09472,1.09505,0,0
EURUSD,5,20200210,094000,1.09505,1.09526,1.09496,1.09522,0,0
EURUSD,5,20200210,094500,1.09516,1.09525,1.09502,1.09503,0,0
EURUSD,5,20200210,095000,1.09503,1.09536,1.09493,1.0953,0,0
EURUSD,5,20200210,095500,1.09531,1.09534,1.09515,1.09518,0,0
EURUSD,5,20200210,100000,1.09511,1.09516,1.095,1.095,0,0
EURUSD,5,20200210,100500,1.09496,1.09511,1.09491,1.09506,0,0
EURUSD,5,20200210,101000,1.09505,1.09509,1.09494,1.09499,0,0
EURUSD,5,20200210,101500,1.095,1.09508,1.09489,1.09508,0,0
EURUSD,5,20200210,102000,1.0951,1.09519,1.09494,1.09495,0,0
EURUSD,5,20200210,102500,1.0949,1.09504,1.09489,1.09501,0,0
EURUSD,5,20200210,103000,1.09501,1.09503,1.09491,1.09498,0,0
EURUSD,5,20200210,103500,1.09497,1.09517,1.09496,1.09511,0,0
EURUSD,5,20200210,104000,1.09506,1.09513,1.09495,1.09496,0,0
EURUSD,5,20200210,104500,1.09496,1.09517,1.09465,1.09465,0,0
EURUSD,5,20200210,105000,1.09468,1.0947,1.09463,1.09465,0,0
EURUSD,5,20200210,105500,1.09466,1.09505,1.09466,1.09504,0,0
EURUSD,5,20200210,110000,1.09497,1.09526,1.09495,1.09513,0,0
EURUSD,5,20200210,110500,1.09518,1.0953,1.09516,1.09529,0,0
EURUSD,5,20200210,111000,1.09536,1.09542,1.09525,1.09529,0,0
EURUSD,5,20200210,111500,1.09527,1.09536,1.0952,1.09531,0,0
EURUSD,5,20200210,112000,1.09531,1.09551,1.0952,1.09532,0,0
EURUSD,5,20200210,112500,1.09533,1.09533,1.09521,1.09521,0,0
EURUSD,5,20200210,113000,1.0952,1.09536,1.09513,1.09513,0,0
EURUSD,5,20200210,113500,1.09512,1.09515,1.09501,1.09505,0,0
EURUSD,5,20200210,114000,1.09506,1.09517,1.09485,1.09514,0,0
EURUSD,5,20200210,114500,1.09511,1.0952,1.09496,1.09502,0,0
EURUSD,5,20200210,115000,1.09501,1.09516,1.09496,1.09504,0,0
EURUSD,5,20200210,115500,1.09505,1.09513,1.09493,1.09495,0,0
EURUSD,5,20200210,120000,1.09491,1.09491,1.09455,1.09455,0,0
EURUSD,5,20200210,120500,1.09455,1.09476,1.09455,1.09475,0,0
EURUSD,5,20200210,121000,1.09475,1.09501,1.09472,1.09501,0,0
EURUSD,5,20200210,121500,1.09501,1.09502,1.0949,1.09494,0,0
EURUSD,5,20200210,122000,1.09493,1.09513,1.09489,1.09512,0,0
EURUSD,5,20200210,122500,1.09511,1.09515,1.095,1.095,0,0
EURUSD,5,20200210,123000,1.09501,1.09525,1.09485,1.09522,0,0
EURUSD,5,20200210,123500,1.09522,1.09522,1.09496,1.09498,0,0
EURUSD,5,20200210,124000,1.095,1.09522,1.09499,1.09515,0,0
EURUSD,5,20200210,124500,1.09517,1.09527,1.09517,1.09525,0,0
EURUSD,5,20200210,125000,1.09525,1.09525,1.09497,1.095,0,0
EURUSD,5,20200210,125500,1.095,1.09509,1.09494,1.09499,0,0
EURUSD,5,20200210,130000,1.09492,1.09497,1.09475,1.09485,0,0
EURUSD,5,20200210,130500,1.09484,1.09501,1.09482,1.09487,0,0
EURUSD,5,20200210,131000,1.09484,1.09511,1.09475,1.095,0,0
EURUSD,5,20200210,131500,1.095,1.09501,1.09489,1.09491,0,0
EURUSD,5,20200210,132000,1.09491,1.09516,1.0949,1.09509,0,0
EURUSD,5,20200210,132500,1.09508,1.09517,1.09505,1.09511,0,0
EURUSD,5,20200210,133000,1.09511,1.09516,1.09493,1.09493,0,0
EURUSD,5,20200210,133500,1.0949,1.09514,1.0949,1.09509,0,0
EURUSD,5,20200210,134000,1.09509,1.09516,1.09499,1.09511,0,0
EURUSD,5,20200210,134500,1.09511,1.09519,1.09504,1.09517,0,0
EURUSD,5,20200210,135000,1.09516,1.09516,1.09496,1.09496,0,0
EURUSD,5,20200210,135500,1.09496,1.09498,1.09483,1.09493,0,0
EURUSD,5,20200210,140000,1.09494,1.09508,1.09492,1.09504,0,0
EURUSD,5,20200210,140500,1.09505,1.09521,1.09504,1.09518,0,0
EURUSD,5,20200210,141000,1.09514,1.0952,1.0951,1.09513,0,0
EURUSD,5,20200210,141500,1.09513,1.09514,1.09488,1.09498,0,0
EURUSD,5,20200210,142000,1.09494,1.09508,1.09491,1.09502,0,0
EURUSD,5,20200210,142500,1.09501,1.09525,1.095,1.09523,0,0
EURUSD,5,20200210,143000,1.09527,1.09527,1.09482,1.09497,0,0
EURUSD,5,20200210,143500,1.09498,1.09505,1.09492,1.09492,0,0
EURUSD,5,20200210,144000,1.09492,1.09508,1.09467,1.09474,0,0
EURUSD,5,20200210,144500,1.09474,1.09477,1.09434,1.09438,0,0
EURUSD,5,20200210,145000,1.09437,1.09437,1.09364,1.09368,0,0
EURUSD,5,20200210,145500,1.09366,1.09368,1.09301,1.09326,0,0
EURUSD,5,20200210,150000,1.09326,1.09334,1.09306,1.09328,0,0
EURUSD,5,20200210,150500,1.09334,1.09338,1.09285,1.09289,0,0
EURUSD,5,20200210,151000,1.09294,1.093,1.09276,1.09287,0,0
EURUSD,5,20200210,151500,1.09286,1.09308,1.09286,1.093,0,0
EURUSD,5,20200210,152000,1.09298,1.09325,1.09297,1.09308,0,0
EURUSD,5,20200210,152500,1.09303,1.09309,1.09281,1.09286,0,0
EURUSD,5,20200210,153000,1.09292,1.09302,1.09278,1.09298,0,0
EURUSD,5,20200210,153500,1.09298,1.09301,1.09286,1.09292,0,0
EURUSD,5,20200210,154000,1.09289,1.09297,1.0928,1.09297,0,0
EURUSD,5,20200210,154500,1.09303,1.09323,1.09294,1.09294,0,0
EURUSD,5,20200210,155000,1.09292,1.09308,1.09278,1.09287,0,0
EURUSD,5,20200210,155500,1.09287,1.09291,1.09277,1.09279,0,0
EURUSD,5,20200210,160000,1.09278,1.09298,1.09268,1.09269,0,0
EURUSD,5,20200210,160500,1.09269,1.09301,1.09262,1.09293,0,0
EURUSD,5,20200210,161000,1.09292,1.09326,1.09287,1.09326,0,0
EURUSD,5,20200210,161500,1.09328,1.09338,1.09313,1.09328,0,0
EURUSD,5,20200210,162000,1.09328,1.09358,1.09328,1.09347,0,0
EURUSD,5,20200210,162500,1.09347,1.09383,1.09341,1.0938,0,0
EURUSD,5,20200210,163000,1.0938,1.0938,1.09339,1.0934,0,0
EURUSD,5,20200210,163500,1.0934,1.09345,1.09324,1.0933,0,0
EURUSD,5,20200210,164000,1.09325,1.09333,1.093,1.093,0,0
EURUSD,5,20200210,164500,1.093,1.09312,1.09262,1.09267,0,0
EURUSD,5,20200210,165000,1.09268,1.09286,1.09221,1.09222,0,0
EURUSD,5,20200210,165500,1.09225,1.09247,1.09196,1.09247,0,0
EURUSD,5,20200210,170000,1.09239,1.09241,1.09223,1.09231,0,0
EURUSD,5,20200210,170500,1.09231,1.09237,1.092,1.09205,0,0
EURUSD,5,20200210,171000,1.092,1.09207,1.09196,1.09201,0,0
EURUSD,5,20200210,171500,1.09196,1.09207,1.09159,1.0916,0,0
EURUSD,5,20200210,172000,1.09154,1.09162,1.09126,1.09142,0,0
EURUSD,5,20200210,172500,1.09142,1.09142,1.09128,1.0914,0,0
EURUSD,5,20200210,173000,1.09136,1.09142,1.09111,1.09122,0,0
EURUSD,5,20200210,173500,1.09115,1.09125,1.09107,1.09107,0,0
EURUSD,5,20200210,174000,1.09112,1.09123,1.09095,1.09123,0,0
EURUSD,5,20200210,174500,1.09117,1.09138,1.09116,1.09138,0,0
EURUSD,5,20200210,175000,1.09138,1.09151,1.09136,1.09146,0,0
EURUSD,5,20200210,175500,1.09145,1.09157,1.09143,1.09151,0,0
EURUSD,5,20200210,180000,1.09152,1.09181,1.09152,1.09181,0,0
EURUSD,5,20200210,180500,1.09181,1.09202,1.09159,1.09159,0,0
EURUSD,5,20200210,181000,1.09159,1.09169,1.09154,1.09166,0,0
EURUSD,5,20200210,181500,1.09166,1.09175,1.09165,1.09171,0,0
EURUSD,5,20200210,182000,1.09171,1.09171,1.0915,1.0915,0,0
EURUSD,5,20200210,182500,1.0915,1.09161,1.09148,1.09156,0,0
EURUSD,5,20200210,183000,1.09154,1.09171,1.09141,1.09169,0,0
EURUSD,5,20200210,183500,1.09169,1.0917,1.09151,1.09162,0,0
EURUSD,5,20200210,184000,1.09167,1.09171,1.09129,1.0913,0,0
EURUSD,5,20200210,184500,1.09129,1.09148,1.09123,1.09148,0,0
EURUSD,5,20200210,185000,1.09147,1.09153,1.09123,1.09123,0,0
EURUSD,5,20200210,185500,1.09122,1.09122,1.09104,1.09106,0,0
EURUSD,5,20200210,190000,1.09103,1.09118,1.09095,1.09117,0,0
EURUSD,5,20200210,190500,1.09117,1.09133,1.09117,1.09133,0,0
EURUSD,5,20200210,191000,1.09133,1.09146,1.09129,1.09144,0,0
EURUSD,5,20200210,191500,1.09143,1.09143,1.09131,1.0914,0,0
EURUSD,5,20200210,192000,1.09135,1.09155,1.09135,1.09152,0,0
EURUSD,5,20200210,192500,1.09157,1.09166,1.09154,1.09155,0,0
EURUSD,5,20200210,193000,1.09153,1.09157,1.09146,1.09148,0,0
EURUSD,5,20200210,193500,1.09148,1.09163,1.09148,1.09158,0,0
EURUSD,5,20200210,194000,1.09157,1.09162,1.09153,1.09156,0,0
EURUSD,5,20200210,194500,1.09156,1.09157,1.09146,1.09148,0,0
EURUSD,5,20200210,195000,1.09148,1.09148,1.09136,1.09136,0,0
EURUSD,5,20200210,195500,1.09136,1.09138,1.09133,1.09138,0,0
EURUSD,5,20200210,200000,1.09137,1.09142,1.09134,1.09135,0,0
EURUSD,5,20200210,200500,1.09132,1.09133,1.09126,1.09129,0,0
EURUSD,5,20200210,201000,1.09131,1.09142,1.09128,1.09141,0,0
EURUSD,5,20200210,201500,1.09141,1.09157,1.09141,1.09152,0,0
EURUSD,5,20200210,202000,1.09151,1.09163,1.09151,1.09162,0,0
